# acars_data.csv - reference tables for analyse_acars.py
# Airports, aerodromes, heliports and seaplane bases: everything that
# carries a usable code. Only entries with no code at all are dropped,
# since they can never appear in a message. Never read from the network.
#   airports: OurAirports, public domain - https://ourairports.com/data/
#   airlines: OpenFlights, ODbL          - https://openflights.org/data.html
# type,iata,icao,label   (A = airport, L = airline)
A,,EDPT,Gerstetten
A,,EDPU,Bartholomä-Amalienhof
A,,EDPW,Thalmässing-Waizenhofen
A,,EDPY,Ellwangen (Ellwangen an der Jagst)
A,,EDQA,Bamberg-Breitenau
A,,EDQB,Bad Windsheim
A,,EDQC,Coburg-Brandensteinsebene
A,BYU,EDQD,Bayreuth (Bindlach)
A,URD,EDQE,Burg Feuerstein (Ebermannstadt)
A,,EDQF,Ansbach-Petersdorf (Weihenzell)
A,GHF,EDQG,Giebelstadt
A,,EDQH,Herzogenaurach
A,,EDQI,Lauf-Lillinghof (Schnaittach)
A,,EDQK,Kulmbach
A,,EDQL,Lichtenfels
A,HOQ,EDQM,Hof-Plauen
A,,EDQN,Neustadt/Aisch (Neustadt an der Aisch)
A,,EDQO,Ottengrüner Heide (Helmbrechts)
A,,EDQP,Rosenthal-Plössen (Speichersdorf)
A,,EDQR,Ebern-Sendelbach
A,,EDQS,Suhl-Goldlauter (Goldlauter-Heidersbach)
A,,EDQT,Haßfurt-Schweinfurt
A,,EDQW,Weiden in der Oberpfalz
A,,EDQX,Hetzleser Berg (Neunkirchen am Brand)
A,,EDQY,Coburg-Steinrücken
A,,EDQZ,Pegnitz-Zipser Berg
A,,EDRA,Bad Neuenahr-Ahrweiler
A,BBJ,EDRB,Bitburg
A,,EDRC,Marpingen Glider
A,,EDRD,Neumagen-Dhron
A,,EDRF,Bad Dürkheim
A,,EDRG,Idar-Oberstein/Göttschied
A,,EDRH,Hoppstädten-Weiersbach
A,,EDRI,Linkenheim
A,,EDRJ,Saarlouis-Düren
A,,EDRK,Koblenz-Winningen
A,,EDRL,Flugplatz Lachen-Speyerdorf (Neustadt an der Weinstraße)
A,,EDRM,Traben-Trarbach/Mont Royal
A,,EDRN,Nannhausen
A,,EDRO,Schweighofen
A,,EDRP,Pirmasens-Pottschütthöhe (Battweiler)
A,,EDRS,Bad Sobernheim-Domberg
A,,EDRT,Trier-Föhren
A,,EDRV,Wershofen/Eifel
A,,EDRW,Dierdorf-Wienau
A,,EDRX,Bexbach Glider Field
A,,EDRY,Speyer
A,ZQW,EDRZ,Zweibrücken
A,,EDSA,Albstadt-Degerfeld
A,FKB,EDSB,Karlsruhe Baden-Baden (Rheinmünster)
A,,EDSE,Göppingen-Bezgenriet
A,,EDSG,Grabenstetten
A,,EDSH,Backnang-Heiningen
A,,EDSI,Binningen Glider Field (Hilzingen)
A,,EDSK,Kehl-Sundheim
A,,EDSL,Blumberg
A,,EDSN,Neuhausen ob Eck
A,,EDSO,Gruibingen-Nortel (Salach)
A,,EDSP,Poltringen (Ammerbuch)
A,,EDSR,Radolfzell-Stahlringen (Radolfzell am Bodensee)
A,,EDST,Hahnweide (Kirchheim unter Teck)
A,,EDSW,Altdorf-Wallburg (Kippenheim)
A,,EDSX,Völkleshofen-Lichtenberg (Aspach)
A,,EDSZ,Rottweil-Zepfenhan
A,,EDTB,Baden-Oos (Baden-Baden)
A,,EDTC,Bruchsal
A,,EDTD,Donaueschingen-Villingen
A,,EDTF,Freiburg im Breisgau
A,,EDTG,Bremgarten (Eschbach)
A,,EDTH,Heubach
A,LHA,EDTL,Lahr (Lahr/Schwarzwald)
A,,EDTM,Mengen-Hohentengen
A,,EDTN,Nabern-Teck (Kirchheim unter Teck)
A,,EDTO,Offenburg-Baden
A,,EDTP,Pfullendorf
A,,EDTQ,Pattonville (Remseck am Neckar)
A,,EDTR,Herten-Rheinfelden (Rheinfelden (Baden))
A,,EDTS,Schwenningen am Neckar (Villingen-Schwenningen)
A,,EDTU,Bad Saulgau
A,,EDTW,Winzeln-Schramberg
A,,EDTX,Schwäbisch Hall-Weckrieden
A,,EDTY,Adolf Würth (Schwäbisch Hall)
A,,EDTZ,Konstanz
A,,EDUA,Flugplatz Stechow-Ferchesar
A,,EDUF,Falkenberg-Lönnewitz (Mühlberg)
A,,EDUO,Oberrißdorf (Hedersleben)
A,,EDUS,Finsterwalde-Schacksdorf (Lichterfeld-Schacksdorf)
A,,EDUW,Tutow-Betriebs
A,,EDUY,Welzow-Sedlitzer See Seaplane Base
A,,EDUZ,Zerbst (Straguth)
A,,EDVA,Bad Gandersheim
A,,EDVC,Celle-Arloh
A,BWE,EDVE,Braunschweig-Wolfsburg
A,,EDVF,Blomberg-Borkhausen
A,,EDVG,Mengeringhausen (Bad Arolsen)
A,,EDVH,Hodenhagen
A,,EDVI,Höxter-Holzminden
A,,EDVJ,Salzgitter-Schäferstuhl
A,KSF,EDVK,Kassel (Calden)
A,,EDVL,Hölleberg (Trendelburg)
A,,EDVM,Hildesheim
A,,EDVN,Northeim
A,,EDVR,Rinteln
A,,EDVS,Salzgitter-Drütte
A,,EDVT,Ithwiesen
A,,EDVU,Uelzen
A,,EDVW,Bad Pyrmont
A,,EDVX,Gifhorn Federal Police Heliport
A,,EDVY,Porta Westfalica
A,,EDVZ,Fuldatal Federal Police Heliport
A,,EDWC,Damme
A,EME,EDWE,Emden
A,,EDWF,Flugplatz Leer-Papenburg
A,AGE,EDWG,Wangerooge
A,,EDWH,Oldenburg-Hatten
A,WVN,EDWI,JadeWeser (Wilhelmshaven)
A,JUI,EDWJ,Juist
A,,EDWK,Karlshöfen (Gnarrenburg)
A,LGO,EDWL,Langeoog
A,,EDWM,Weser-Wümme (Hellwege)
A,,EDWN,Nordhorn-Lingen (Klausheide)
A,,EDWO,Atterheide (Osnabrück)
A,,EDWP,Wiefelstede-Conneforde
A,,EDWQ,Ganderkesee Atlas
A,BMK,EDWR,Borkum
A,NOD,EDWS,Norden-Norddeich
A,VAC,EDWU,Varrelbusch (Cloppenburg)
A,,EDWV,Verden-Scharnhorst (Verden (Aller))
A,,EDWX,Westerstede-Felde
A,NRD,EDWY,Norderney
A,BMR,EDWZ,Baltrum
A,,EDXA,Flugplatz Achmer (Bramsche)
A,HEI,EDXB,Heide-Büsum (Oesterdeichstrich)
A,,EDXC,Schleswig-Kropp
A,,EDXD,Bohmte-Bad Essen
A,,EDXE,Rheine-Eschendorf
A,FLF,EDXF,Flensburg-Schäferhaus
A,,EDXG,Melle-Grönegau
A,HGL,EDXH,Helgoland-Düne
A,,EDXI,Nienburg-Holzbalge
A,QHU,EDXJ,Husum-Schwesing
A,,EDXK,Leck
A,,EDXL,Barßel
A,,EDXM,Sankt Michaelisdonn
A,,EDXN,Nordholz-Spieka (Wurster Nordseeküste)
A,PSH,EDXO,Sankt Peter-Ording
A,,EDXP,Harlesiel
A,,EDXQ,Rotenburg (Wümme)
A,,EDXR,Rendsburg-Schachtholm (Hörsten)
A,,EDXS,Seedorf (Zeven)
A,,EDXT,Sierksdorf/Hof Altona
A,,EDXU,Hüttenbusch (Worpswede)
A,GWT,EDXW,Westerland Sylt
A,OHR,EDXY,Wyk auf Föhr
A,,EDXZ,Kührstedt-Bederkesa (Geestland)
A,,EEAA,Antsla
A,,EEAE,Aespa
A,CHE,EECL,Tallinn Linnahall Heliport
A,,EEEI,Ämari (Keila)
A,,EEHA,Humala
A,,EEHK,Vanamõisa Heliport
A,,EEHV,Tabasalu Heliport
A,,EEJI,Jõhvi
A,KDL,EEKA,Kärdla
A,URE,EEKE,Kuressaare
A,,EEKI,Karksi
A,,EEKO,Kose
A,,EEKU,Kihnu (Saareküla)
A,,EELM,Lange Airfield (Lennundusmuuseum) (Tartu)
A,,EELU,Lyckholm Airstrip (Saare)
A,,EEMU,Muhu
A,,EENA,Narva
A,,EENI,Nurmsi
A,,EEPA,Paslepa
A,,EEPS,Paljassaare Heliport (Tallinn)
A,EPU,EEPU,Pärnu
A,,EERA,Rapla
A,,EERD,Riidaja
A,,EERI,Ridali (Suurküla)
A,,EERU,Ruhnu (Ringsu)
A,EES,,Berenice International Airport / Banas Cape (Berenice Trog
A,,EESE,Salme Heliport
A,,EESI,Suurupi Heliport
A,,EETI,Tõutsi Private
A,TLL,EETN,Lennart Meri Tallinn
A,,EETS,Teenuse-Saare Aerodrome (Märjamaa)
A,TAY,EETU,Tartu
A,,EEVI,Viljandi
A,,EEVO,Vormsi (Vormsi Island)
A,,EEVP,Vihterpalu Manor Heliport
A,,EEVU,Varstu
A,,EFAA,Aavahelukka
A,,EFAH,Ahmosuo (Oulu)
A,,EFAL,Alavus
A,,EFEJ,Jorvin Hospital Heliport (Helsinki)
A,,EFEK,Kilpisjärvi Heliport
A,ENF,EFET,Enontekio
A,,EFEU,Eura
A,,EFFO,Forssa
A,,EFGE,Genböle Airfield UL
A,KEV,EFHA,Halli (Jämsä)
A,HEN,EFHE,Hernesaari Heliport (Helsinki)
A,,EFHH,Kanta-Hämeen Central Hospital Heliport (Hämeenlinna)
A,HEL,EFHK,Helsinki Vantaa (Helsinki (Vantaa))
A,,EFHL,Hailuoto
A,,EFHM,Hämeenkyrö
A,,EFHN,Hanko
A,,EFHO,Oulun University Hospital Heliport
A,,EFHP,Haapavesi
A,,EFHS,Seinäjoen Central Hospital Heliport
A,HYV,EFHV,Hyvinkää
A,,EFHY,Meilahti Hospital Helipad (Helsinki)
A,,EFII,Iisalmi
A,,EFIK,Kiikala (Kikala)
A,,EFIM,Immola (Imatra)
A,KTQ,EFIT,Kitee
A,IVL,EFIV,Ivalo
A,,EFJE,North Karelia Central Hospital Heliport (Joensuu)
A,,EFJI,Ilvesjoki UL
A,,EFJM,Jämijärvi
A,JOE,EFJO,Joensuu
A,,EFJP,Jäkäläpää
A,,EFJV,Central Finland Central Hospital Heliport (Jyväskylä)
A,JYV,EFJY,Jyväskylä (Jyväskylän Maalaiskunta)
A,KAU,EFKA,Kauhava
A,KEM,EFKE,Kemi-Tornio (Kemi / Tornio)
A,,EFKG,Kumlinge
A,,EFKH,Kuhmo
A,KAJ,EFKI,Kajaani
A,KHJ,EFKJ,Kauhajoki
A,KOK,EFKK,Kokkola-Pietarsaari (Kokkola / Kruunupyy)
A,,EFKM,Kemijärvi
A,,EFKN,Kannus
A,,EFKO,Kalajoki
A,,EFKR,Kärsämäki
A,KAO,EFKS,Kuusamo
A,KTT,EFKT,Kittilä
A,KUO,EFKU,Kuopio (Kuopio / Siilinjärvi)
A,,EFKV,Kivijärvi
A,,EFKY,Kymi (Peippola)
A,,EFLA,Lahti Vesivehmaa
A,,EFLL,Lapinlahti
A,,EFLN,Lieksa Nurmes
A,LPP,EFLP,Lappeenranta
A,,EFLR,Lapland Central Hospital Heliport (Rovaniemi)
A,MHQ,EFMA,Mariehamn
A,,EFME,Menkijärvi (Alajärvi)
A,MIK,EFMI,Mikkeli
A,,EFML,Ii
A,,EFMN,Mäntsälä Airfield UL
A,,EFNS,Savikko (Nurmijärvi)
A,,EFNU,Nummela (Vihti / Nummela)
A,,EFOP,Oripää
A,OUL,EFOU,Oulu (Oulu / Oulunsalo)
A,,EFPA,Pokka
A,,EFPE,Peijaksen Hospital Heliport (Helsinki)
A,,EFPI,Piikajarvi (Kokemäki)
A,,EFPJ,Kuopio University Hospital Heliport
A,,EFPK,Pieksämäki
A,,EFPL,Päijät-Hämeen Central Hospital Heliport (Lahti)
A,,EFPN,Punkaharju (Savonlinna)
A,POR,EFPO,Pori
A,,EFPR,Helsinki East-Redstone Aerodrome (Helsinki (Pyhtää))
A,,EFPT,Tampere University Hospital Heliport
A,,EFPU,Pudasjärvi
A,,EFPY,Pyhäsalmi (Pyhäjärvi)
A,,EFRA,Rautavaara
A,,EFRH,Raahe Pattijoki
A,,EFRN,Rantasalmi
A,RVN,EFRO,Rovaniemi
A,,EFRU,Ranua
A,,EFRV,Kiuruvesi
A,,EFRY,Räyskälä (Loppi)
A,SVL,EFSA,Savonlinna
A,,EFSE,Selanpaa (Kouvola)
A,SJY,EFSI,Seinäjoki (Seinäjoki / Ilmajoki)
A,SOT,EFSO,Sodankyla
A,,EFSU,Suomussalmi
A,,EFTO,Torbacka (Ingå)
A,TMP,EFTP,Tampere-Pirkkala (Tampere / Pirkkala)
A,TKU,EFTU,Turku
A,,EFTV,Turku University Central Hospital Heliport
A,UTI,EFUT,Utti (Utti / Valkeala)
A,VAA,EFVA,Vaasa
A,,EFVI,Viitasaari
A,,EFVL,Vaala
A,,EFVP,Vampula (Huittinen)
A,VRK,EFVR,Varkaus (Varkaus / Joroinen)
A,,EFVT,Sulkaharju (Veteli)
A,,EFVU,Vuotso
A,,EFWB,Wredeby (Anjalankoski)
A,YLI,EFYL,Ylivieska
A,AUE,,Abu Rudeis (Ras Abu Rudeis)
A,,EG34,Ledbury (Dymock  Gloucestershire)
A,,EG3L,Milfield Glider Field
A,,EG74,Bruntingthorpe Aerodrome (Lutterworth  Leicestershire)
A,BFS,EGAA,Belfast
A,ENK,EGAB,Enniskillen/St Angelo (Enniskillen  Fermanagh and Omagh)
A,BHD,EGAC,George Best Belfast City
A,,EGAD,Newtownards (Newtownards  Ards and North Down)
A,LDY,EGAE,City of Derry (Derry  Derry and Strabane)
A,,EGAH,Halley Research Station
A,,EGAR,Rothera Research Station
A,,EGAT,Sky Blu Airstrip
A,BHX,EGBB,Birmingham (Birmingham  West Midlands)
A,,EGBC,Cheltenham Racecourse Heliport (Cheltenham  Gloucestershir
A,,EGBD,Derby (Derby  Derbyshire)
A,,EGBE,Coventry (Coventry  West Midlands)
A,,EGBF,Bedford Aerodrome (Bedford  Bedford)
A,,EGBG,Leicester (Leicester  Leicestershire)
A,GLO,EGBJ,Gloucestershire (Staverton  Gloucestershire)
A,ORM,EGBK,Sywell Aerodrome (Northampton  Northamptonshire)
A,,EGBM,Tatenhill (Burton upon Trent  Staffordshire)
A,NQT,EGBN,Nottingham City (Nottingham  Nottinghamshire)
A,,EGBO,Wolverhampton Halfpenny Green (Wolverhampton  Staffordshir
A,GBA,EGBP,Cotswold (Cirencester  Gloucestershire)
A,,EGBS,Shobdon (Leominster  Herefordshire)
A,,EGBT,Turweston Aerodrome
A,,EGBV,Silverstone Heliport (Silverstone  Buckinghamshire)
A,,EGBW,Wellesbourne Mountford (Warwick  Warwickshire)
A,,EGCA,Coal Aston (Dronfield  Derbyshire)
A,,EGCB,Manchester Barton Aerodrome (Manchester  Greater Mancheste
A,MAN,EGCC,Manchester (Manchester  Greater Manchester)
A,,EGCF,Sandtoft (Doncaster  South Yorkshire)
A,,EGCG,Strubby (Alford  Lincolnshire)
A,,EGCH,Holyhead Heliport
A,,EGCJ,Sherburn-in-Elmet (Selby  North Yorkshire)
A,,EGCK,Caernarfon
A,,EGCL,Fenland (Spalding  Lincolnshire)
A,,EGCS,Sturgate (Gainsborough  Lincolnshire)
A,,EGCT,Tilstock (Whitchurch  Shropshire)
A,,EGCV,Sleap (Shrewsbury  Shropshire)
A,,EGCW,Welshpool (Welshpool  Powys)
A,,EGDC,Royal Marines Base Chivenor
A,UPV,EGDJ,Upavon Aerodrome (Pewsey  Wiltshire)
A,,EGDM,MoD Boscombe Down (Salisbury  Wiltshire)
A,,EGDN,Netheravon (Salisbury  Wiltshire)
A,,EGDO,Predannack (Predannack Wollas  Cornwall)
A,,EGDP,RNAS Portland Heliport
A,,EGDR,RNAS Culdrose (Helston)
A,,EGDW,RNAS Merryfield (Ilminster  Somerset)
A,,EGDX,MOD St Athan (St Athan  Vale of Glamorgan)
A,YEO,EGDY,RNAS Yeovilton (Yeovil  Somerset)
A,,EGEA,Culter Heliport
A,CAL,EGEC,Campbeltown
A,EOI,EGED,Eday
A,FIE,EGEF,Fair Isle
A,,EGEG,Glasgow City Heliport
A,WHS,EGEH,Whalsay Airstrip (Whalsay  Shetlands)
A,SKL,EGEI,Broadford Airstrip (Ashaig  Highland)
A,COL,EGEL,Coll (Coll Island)
A,NRL,EGEN,North Ronaldsay
A,OBN,EGEO,Oban (North Connel)
A,PPW,EGEP,Papa Westray (Papa Westray  Orkney Islands)
A,SOY,EGER,Stronsay
A,NDY,EGES,Sanday
A,LWK,EGET,Lerwick / Tingwall (Lerwick  Shetland Islands)
A,WRY,EGEW,Westray (Westray  Orkney Islands)
A,CSA,EGEY,Colonsay Airstrip
A,,EGEZ,Nesscliffe Camp Helipad
A,,EGFA,Aberporth
A,,EGFC,Cardiff Heliport
A,,EGFD,Llanbedr
A,HAW,EGFE,Haverfordwest
A,CWL,EGFF,Cardiff
A,SWS,EGFH,Swansea
A,,EGFP,Pembrey West Wales (Pembrey  Carmarthenshire)
A,BRS,EGGD,Bristol
A,LPL,EGGP,Liverpool John Lennon
A,LTN,EGGW,London Luton (Luton  Luton)
A,,EGHA,Compton Abbas Aerodrome (Shaftesbury  Dorset)
A,LEQ,EGHC,Land's End (Land's End  Cornwall)
A,ISC,EGHE,St. Mary's (St. Mary's  Isles of Scilly)
A,,EGHF,Solent (Gosport  Hampshire)
A,,EGHG,Yeovil/Westland Aerodrome (Yeovil  Somerset)
A,BOH,EGHH,Bournemouth
A,SOU,EGHI,Southampton
A,BBP,EGHJ,Bembridge (Bembridge  Isle of Wight)
A,,EGHL,Lasham (Alton  Hampshire)
A,,EGHN,Isle of Wight/Sandown (Sandown  Isle of Wight)
A,,EGHO,Thruxton Aerodrome (Andover  Hampshire)
A,,EGHP,Popham (Winchester  Hampshire)
A,NQY,EGHQ,Cornwall Airport Newquay
A,QUG,EGHR,Goodwood Aerodrome (Chichester  West Sussex)
A,,EGHS,Henstridge (Templecombe  Somerset)
A,,EGHT,Tresco Heliport (Tresco  Isles of Scilly)
A,,EGHU,Eaglescott (Umberleigh  Devon)
A,,EGHY,Truro Aerodrome
A,ACI,EGJA,Alderney (Saint Anne)
A,GCI,EGJB,Guernsey (Saint Peter Port)
A,JER,EGJJ,Jersey (St. Peter)
A,ESH,EGKA,Brighton City (Brighton  East Sussex)
A,BQH,EGKB,London Biggin Hill
A,,EGKE,Challock (Ashford  Kent)
A,,EGKG,Goodwood Racecourse Heliport (Chichester  West Sussex)
A,,EGKH,Headcorn Aerodrome (Ashford  Kent)
A,LGW,EGKK,London Gatwick
A,,EGKL,Deanland Lewes (Lewes  East Sussex)
A,,EGKR,Redhill Aerodrome (Redhill  Surrey)
A,,EGLA,Bodmin
A,LCY,EGLC,London City
A,,EGLD,Denham Aerodrome (Uxbridge  Greater London)
A,FAB,EGLF,Farnborough (Farnborough  Hampshire)
A,,EGLJ,Chalgrove (Oxford  Oxfordshire)
A,BBS,EGLK,Blackbushe (Camberley  Surrey)
A,LHR,EGLL,London Heathrow
A,,EGLM,White Waltham (Maidenhead  Berkshire)
A,,EGLP,Brimpton (Reading  Berkshire)
A,,EGLS,Old Sarum (Salisbury  Wiltshire)
A,,EGLT,Ascot Racecourse Heliport (Ascot Heath  Berkshire)
A,,EGLW,London Heliport
A,,EGMA,Fowlmere (Fowlmere  Cambridgeshire)
A,SEN,EGMC,London Southend (Southend-on-Sea  Essex)
A,LYX,EGMD,Lydd London Ashford (Romney Marsh  Kent)
A,,EGMF,Farthing Corner / Stoneacre Farm (Sittingbourne  Kent)
A,,EGMJ,Little Gransden (Gamlingay  Cambridgeshire)
A,,EGML,Damyns Hall Aerodrome (Upminster  Greater London)
A,,EGMT,Thurrock (Orsett  Essex)
A,CAX,EGNC,Carlisle Lake District (Carlisle  Cumbria)
A,,EGNE,Retford Gamston (Retford  Nottinghamshire)
A,,EGNF,Netherthorpe (Worksop  Nottinghamshire)
A,,EGNG,Bagby Thirsk (Thirsk  North Yorkshire)
A,BLK,EGNH,Blackpool
A,,EGNI,Skegness (Ingoldmells) Aerodrome (Skegness  Lincolnshire)
A,HUY,EGNJ,Humberside (Grimsby  Lincolnshire)
A,BWF,EGNL,Barrow Walney Island (Barrow-in-Furness)
A,LBA,EGNM,Leeds Bradford (Leeds  West Yorkshire)
A,WRT,EGNO,Warton Aerodrome
A,,EGNP,Leeds Heliport
A,CEG,EGNR,Hawarden (Broughton)
A,IOM,EGNS,Isle of Man (Castletown)
A,NCL,EGNT,Newcastle (Newcastle upon Tyne  Tyne and Wear)
A,,EGNU,Full Sutton (York  North Yorkshire)
A,MME,EGNV,Teesside (Darlington  Durham)
A,,EGNW,Wickenby Aerodrome (Lincoln  Lincolnshire)
A,EMA,EGNX,East Midlands (Nottingham  Leicestershire)
A,,EGNY,Beverley/Linley Hill (Beverley  East Riding of Yorkshire)
A,,EGOE,Tern Hill (Market Drayton  Shropshire)
A,,EGOM,RAF Spadeadam
A,,EGOQ,RAF Mona (Bodffordd  Anglesey)
A,,EGOS,RAF Shawbury (Shrewsbury  Shropshire)
A,VLY,EGOV,Anglesey (Angelsey)
A,,EGOW,RAF Woodvale (Southport  Sefton)
A,KOI,EGPA,Kirkwall (Kirkwall  Orkney Islands)
A,LSI,EGPB,Sumburgh (Lerwick  Shetland)
A,WIC,EGPC,Wick John O'Groats
A,ABZ,EGPD,Aberdeen
A,INV,EGPE,Inverness
A,GLA,EGPF,Glasgow
A,,EGPG,Cumbernauld
A,EDI,EGPH,Edinburgh
A,ILY,EGPI,Islay (Isle of Islay  Argyll and Bute)
A,,EGPJ,Fife (Glenrothes)
A,PIK,EGPK,Glasgow Prestwick (Prestwick  South Ayrshire)
A,BEB,EGPL,Benbecula (Balivanich)
A,DND,EGPN,Dundee
A,SYY,EGPO,Stornoway (Stornoway  Western Isles)
A,BRR,EGPR,Barra (Eoligarry)
A,,EGPS,Longside (Peterhead)
A,PSL,EGPT,Perth/Scone (Perth  Perth and Kinross)
A,TRE,EGPU,Tiree (Balemartine  Argyll and Bute)
A,,EGPW,Unst (Baltasound  Shetland Islands)
A,ADX,EGQL,Leuchars Station (Leuchars  Fife)
A,LMO,EGQS,RAF Lossiemouth (Lossiemouth  Moray)
A,,EGSA,Shipdham (Thetford  Norfolk)
A,CBG,EGSC,Cambridge City (Cambridge  Cambridgeshire)
A,,EGSD,Great Yarmouth - North Denes Heliport (Great Yarmouth  Nor
A,,EGSF,Peterborough Business (Peterborough  Cambridgeshire)
A,,EGSG,Stapleford Aerodrome (Romford  Greater London)
A,NWI,EGSH,Norwich (Norwich  Norfolk)
A,,EGSI,Marshland (Wisbech  Cambridgeshire)
A,,EGSJ,Seething (Mundham  Norfolk)
A,,EGSL,Andrewsfield Aerodrome (Braintree  Essex)
A,,EGSM,Beccles (Beccles  Suffolk)
A,,EGSO,Crowfield (Ipswich  Suffolk)
A,,EGSP,Peterborough/Sibson (Peterborough  Cambridgeshire)
A,,EGSQ,Clacton (Clacton-on-Sea  Essex)
A,,EGSR,Earls Colne (Colchester  Essex)
A,STN,EGSS,London Stansted (London  Essex)
A,,EGST,Elmsett (Ipswich  Suffolk)
A,,EGSU,Duxford Aerodrome (Duxford  Cambridgeshire)
A,,EGSV,Old Buckenham (Old Buckenham  Norfolk)
A,,EGSW,Newmarket Heath (Newmarket  Suffolk)
A,,EGSX,North Weald (Epping  Essex)
A,HYC,EGTB,Wycombe Air Park (Marlow  Buckinghamshire)
A,,EGTC,Cranfield (Cranfield  Central Bedfordshire)
A,,EGTD,Dunsfold Aerodrome (Cranleigh  Surrey)
A,EXT,EGTE,Exeter (Exeter  Devon)
A,,EGTF,Fairoaks (Woking  Surrey)
A,,EGTH,Old Warden (Biggleswade  Central Bedfordshire)
A,OXF,EGTK,London Oxford (Kidlington  Oxfordshire)
A,RCS,EGTO,Rochester (Rochester  Kent)
A,,EGTP,Perranporth (Perranporth  Cornwall)
A,,EGTR,Elstree (Borehamwood  Hertfordshire)
A,,EGTU,Dunkeswell (Honiton  Devon)
A,,EGTW,Oaksey Park (Malmesbury  Wiltshire)
A,BEX,EGUB,RAF Benson (Wallingford  Oxfordshire)
A,,EGUD,RAF Abingdon (Abingdon  Oxfordshire)
A,LKZ,EGUL,RAF Lakenheath (Brandon  Suffolk)
A,MHZ,EGUN,RAF Mildenhall (Bury Saint Edmunds  Suffolk)
A,,EGUW,Wattisham (Ipswich  Suffolk)
A,FFD,EGVA,RAF Fairford (Fairford  Gloucestershire)
A,,EGVF,Fleetlands Heliport (Gosport  Hampshire)
A,,EGVH,Stirling Lines Heliport (Hereford)
A,,EGVL,RAF Little Rissington (Cheltenham  Gloucestershire)
A,BZZ,EGVN,RAF Brize Norton (Carterton  Oxfordshire)
A,ODH,EGVO,RAF Odiham (Hook  Hampshire)
A,,EGVP,Middle Wallop (Middle Wallop  Hampshire)
A,,EGWA,Marlborough Lines Heliport (Andover  Hampshire)
A,,EGWC,RAF Cosford (Cosford  Shropshire)
A,,EGWE,RAF Henlow (Henlow  Central Bedfordshire)
A,,EGWN,RAF Halton (Halton  Buckinghamshire)
A,NHT,EGWU,RAF Northolt (Northolt  Greater London)
A,QCY,EGXC,RAF Coningsby (Lincoln  Lincolnshire)
A,,EGXE,RAF Leeming (Northallerton  North Yorkshire)
A,,EGXG,Leeds East (Tadcaster  North Yorkshire)
A,BEQ,EGXH,RAF Honington (Bury Saint Edmunds  Suffolk)
A,,EGXT,RAF Wittering (Peterborough  Cambridgeshire)
A,WTN,EGXW,RAF Waddington (Lincoln  Lincolnshire)
A,,EGXY,RAF Syerston (Newark on Trent  Nottinghamshire)
A,,EGXZ,RAF Topcliffe (Thirsk  North Yorkshire)
A,,EGYD,RAF Cranwell (Sleaford  Lincolnshire)
A,,EGYE,RAF Barkston Heath (Grantham  Lincolnshire)
A,KNF,EGYM,RAF Marham (King's Lynn  Norfolk)
A,MPN,EGYP,Mount Pleasant Airport / RAF Mount Pleasant
A,,EGZL,Feshiebridge Glider Field
A,,EH58,Brunssum Joint Force Command Heliport
A,,EHAD,Ameland Heliport (Ballum)
A,,EHAK,A12-CPP Platform Helipad (North Sea)
A,,EHAL,Ameland Airport Ballum
A,AMS,EHAM,Amsterdam Airport Schiphol
A,,EHAX,A18-A
A,,EHBD,Kempen Airport Budel (Weert)
A,MST,EHBK,Maastricht Aachen
A,,EHBL,B13-A Platform Helipad (North Sea)
A,,EHDL,Deelen (Arnhem)
A,,EHDR,Drachten
A,,EHDT,D12-A Heliport
A,,EHDV,D15-FA-1 Heliport
A,,EHDY,D18-A Heliport
A,EIN,EHEH,Eindhoven
A,,EHFB,F2-A
A,,EHFD,F3-FB-1
A,,EHFO,F15-A
A,,EHFQ,L2-FA-1
A,,EHFR,L5-FA-1
A,,EHFS,KNMI Weather Station (Vlissingen)
A,,EHFT,L5-D
A,GRQ,EHGG,Groningen Airport Eelde
A,,EHGN,G14-A
A,,EHGO,G14-B
A,,EHGQ,G17D-A
A,GLZ,EHGR,Gilze Rijen
A,,EHHA,Amsterdam Heliport
A,,EHHE,Eemshaven Heliport
A,,EHHO,Hoogeveen
A,,EHHV,Hilversum
A,,EHHW,Buitengaats / BG-OHVS2 Helipad (Gemini Wind Farm)
A,,EHJA,J6-A Heliport
A,,EHJB,K1-A Heliport
A,,EHJC,K2B-A Heliport
A,,EHJD,K4-BE Heliport
A,,EHJE,K4-A Heliport
A,,EHJF,K5-ACP Heliport
A,,EHJG,K5-B Heliport
A,,EHJH,K5-EN/C Heliport
A,,EHJI,K5-D Heliport
A,,EHJJ,K5-CU Heliport
A,,EHJM,K8-FA-1 Heliport
A,,EHJN,K8-FA-3 Heliport
A,,EHJO,K8-FA-2 Heliport
A,,EHJR,K13-A Heliport
A,,EHKA,L4-PN Heliport
A,,EHKB,K6-GT Heliport
A,,EHKC,K6-DN Heliport
A,DHR,EHKD,De Kooy Airfield / Den Helder Naval Air Station
A,,EHKE,K6-PC Heliport
A,,EHKF,K6-PN Heliport
A,,EHKG,K6-D Heliport
A,,EHKH,K9C-A Heliport
A,,EHKJ,L4-A Heliport
A,,EHKK,K9-AB-B Heliport
A,,EHKL,K9-AB-A Heliport
A,,EHKM,K12-A Heliport
